group_id,question_title,url,answer_count,date_asked,group_representative,group_count,canonical_overlap,canonical_question_matched,similarity_score
498,Why basic load balancer has no metrics ?,https://learn.microsoft.com/en-us/answers/questions/193108/why-basic-load-balancer-has-no-metrics,0,,Why basic load balancer has no metrics ?,1,,,0
272,Unable to add VMSS from Load Balancer,https://learn.microsoft.com/en-us/answers/questions/187133/unable-to-add-vmss-from-load-balancer,0,,Unable to add new VM to LoadBalancer,2,,,0
499,How to add Application gateway Ip address in Loadbalacner backend pool?,https://learn.microsoft.com/en-us/answers/questions/86123/how-to-add-application-gateway-ip-address-in-loadb,0,,How to add Application gateway Ip address in Loadbalacner backend pool?,1,,,0
500,IP-based session affinity is not maintained by the Load Balancer when Application Gateway is used in front of it.,https://learn.microsoft.com/en-us/answers/questions/170268/ip-based-session-affinity-is-not-maintained-by-the,0,,IP-based session affinity is not maintained by the Load Balancer when Application Gateway is used in front of it.,1,,,0
501,Way to distribute traffic between two Internal Load Balancers,https://learn.microsoft.com/en-us/answers/questions/168418/way-to-distribute-traffic-between-two-internal-loa,0,,Way to distribute traffic between two Internal Load Balancers,1,,,0
502,Recommendation for pool member,https://learn.microsoft.com/en-us/answers/questions/170301/recommendation-for-pool-member,0,,Recommendation for pool member,1,,,0
494,AKS service with load balancer type is generating the IP but not able to access the service,https://learn.microsoft.com/en-us/answers/questions/167799/aks-service-with-load-balancer-type-is-generating,0,,AKS service with load balancer type is generating the IP but not able to access the service,2,,,0
468,deployment failure while adding VM instance to backend pools,https://learn.microsoft.com/en-us/answers/questions/152725/deployment-failure-while-adding-vm-instance-to-bac,0,,deployment failure while adding VM instance to backend pools,2,,,0
503,"Does Azure LB honor the subnet routes? If not, how can we force Azure LB to take a route to reach its backend pool server",https://learn.microsoft.com/en-us/answers/questions/133408/does-azure-lb-honor-the-subnet-routes-if-not-how-c,0,,"Does Azure LB honor the subnet routes? If not, how can we force Azure LB to take a route to reach its backend pool server",1,,,0
504,Response time Gateway for Application Gateway and Traffic Manager,https://learn.microsoft.com/en-us/answers/questions/134350/response-time-gateway-for-application-gateway-and,0,,Response time Gateway for Application Gateway and Traffic Manager,1,,,0
505,Adding a private network behind hub and spoke,https://learn.microsoft.com/en-us/answers/questions/127666/adding-a-private-network-behind-hub-and-spoke,0,,Adding a private network behind hub and spoke,1,,,0
506,VM In Azure VMScaleSet ( VMSS) do not have Internet access,https://learn.microsoft.com/en-us/answers/questions/132719/vm-in-azure-vmscaleset-(-vmss)-do-not-have-interne,0,,VM In Azure VMScaleSet ( VMSS) do not have Internet access,1,,,0
507,Load Balancer over Gobal VNet Peering,https://learn.microsoft.com/en-us/answers/questions/118280/load-balancer-over-gobal-vnet-peering,0,,Load Balancer over Gobal VNet Peering,1,,,0
508,Connect Classic Load Balancer to ARM Load Balancer for ADFS Cutover,https://learn.microsoft.com/en-us/answers/questions/120747/connect-classic-load-balancer-to-arm-load-balancer,0,,Connect Classic Load Balancer to ARM Load Balancer for ADFS Cutover,1,,,0
509,Issue with connectivity for Azure SQL VM,https://learn.microsoft.com/en-us/answers/questions/108031/issue-with-connectivity-for-azure-sql-vm,0,,Issue with connectivity for Azure SQL VM,1,,,0
510,health probe for load balancer,https://learn.microsoft.com/en-us/answers/questions/106551/health-probe-for-load-balancer,0,,health probe for load balancer,1,,,0
511,Why peering would not be advised if I have services behind basic LB?,https://learn.microsoft.com/en-us/answers/questions/80968/why-peering-would-not-be-advised-if-i-have-service,0,,Why peering would not be advised if I have services behind basic LB?,1,,,0
512,Azure Load Balancer Health Probe stuck updating,https://learn.microsoft.com/en-us/answers/questions/43391/azure-load-balancer-health-probe-stuck-updating,0,,Azure Load Balancer Health Probe stuck updating,1,,,0
513,Unable to segregate cost per client in AKS,https://learn.microsoft.com/en-us/answers/questions/98572/unable-to-segregate-cost-per-client-in-aks,0,,Unable to segregate cost per client in AKS,1,,,0
514,Session persistence more than 30min?,https://learn.microsoft.com/en-us/answers/questions/104255/session-persistence-more-than-30min,0,,Session persistence more than 30min?,1,,,0
515,AKS cluster Load Balancer SKU by default is Basic or Standard?,https://learn.microsoft.com/en-us/answers/questions/73470/aks-cluster-load-balancer-sku-by-default-is-basic,0,,AKS cluster Load Balancer SKU by default is Basic or Standard?,1,,,0
516,Azure load balancer health probe not working,https://learn.microsoft.com/en-us/answers/questions/93441/azure-load-balancer-health-probe-not-working,0,,Azure load balancer health probe not working,1,,,0
517,disableoutboundsnat,https://learn.microsoft.com/en-us/answers/questions/85722/disableoutboundsnat,0,,disableoutboundsnat,1,,,0
518,Does Azure (Standard) load-balancing require two or more nodes in backend pool?,https://learn.microsoft.com/en-us/answers/questions/71495/does-azure-(standard)-load-balancing-require-two-o,0,,Does Azure (Standard) load-balancing require two or more nodes in backend pool?,1,,,0
519,Bastion Host on Azure,https://learn.microsoft.com/en-us/answers/questions/66167/bastion-host-on-azure,0,,Bastion Host on Azure,1,,,0
520,Can i use Azure Load Balancer for below scenario? If yes what is the cost incured? or if not which load balacing solution suits and its cost?,https://learn.microsoft.com/en-us/answers/questions/71096/can-i-use-azure-load-balancer-for-below-scenario-i,0,,Can i use Azure Load Balancer for below scenario? If yes what is the cost incured? or if not which load balacing solution suits and its cost?,1,,,0
521,Calling azure loadbalanacer rest api gives 403 forbidden error,https://learn.microsoft.com/en-us/answers/questions/49223/calling-azure-loadbalanacer-rest-api-gives-403-for,0,,Calling azure loadbalanacer rest api gives 403 forbidden error,1,,,0
522,Azure-ILB for Multiple IaaS SQL FCI sharing a host - how to correctly set up rules?,https://learn.microsoft.com/en-us/answers/questions/40203/azure-ilb-for-multiple-iaas-sql-fci-sharing-a-host,0,,Azure-ILB for Multiple IaaS SQL FCI sharing a host - how to correctly set up rules?,1,,,0
523,How to setup Azure Load balancer in active active WSFC FCI,https://learn.microsoft.com/en-us/answers/questions/54878/how-to-setup-azure-load-balancer-in-active-active,0,,How to setup Azure Load balancer in active active WSFC FCI,1,,,0
524,IPv4 and IPv6 on External LoadBalancer,https://learn.microsoft.com/en-us/answers/questions/40408/ipv4-and-ipv6-on-external-loadbalancer,0,,IPv4 and IPv6 on External LoadBalancer,1,,,0
525,Basic networking qu with Azure Firewall and load balancer,https://learn.microsoft.com/en-us/answers/questions/44084/basic-networking-qu-with-azure-firewall-and-load-b,0,,Basic networking qu with Azure Firewall and load balancer,1,,,0
526,Blocking inbound access to a VM with a public IP association that is ALSO behind a load balancer,https://learn.microsoft.com/en-us/answers/questions/40683/blocking-inbound-access-to-a-vm-with-a-public-ip-a,0,,Blocking inbound access to a VM with a public IP association that is ALSO behind a load balancer,1,,,0
527,Load Balancing for the web Apps in Azure,https://learn.microsoft.com/en-us/answers/questions/30016/load-balancing-for-the-web-apps-in-azure,0,,Load Balancing for the web Apps in Azure,1,,,0
407,Azure SQL VM's in Availability Set,https://learn.microsoft.com/en-us/answers/questions/38185/azure-sql-vms-in-availability-set,0,,Load balancers on Availability set,2,,,0
528,Can you have a public IP to an Internal Load balancer?,https://learn.microsoft.com/en-us/answers/questions/30833/can-you-have-a-public-ip-to-an-internal-load-balan,0,,Can you have a public IP to an Internal Load balancer?,1,,,0
123,Azure external load balancer and routing,https://learn.microsoft.com/en-us/answers/questions/37416/azure-external-load-balancer-and-routing,0,,Internal Load balancer DNS resolution,2,,,0
529,Is an Internal Load Balancer zone redundant,https://learn.microsoft.com/en-us/answers/questions/37504/is-an-internal-load-balancer-zone-redundant,0,,Is an Internal Load Balancer zone redundant,1,,,0
530,"Azure Function response times out, and tcp connection is reset (closed) before all content is received",https://learn.microsoft.com/en-us/answers/questions/3178/azure-function-response-times-out-and-tcp-connecti,0,,"Azure Function response times out, and tcp connection is reset (closed) before all content is received",1,,,0
